event_id_final,comuna,latitud,longitud,time_start,time_end,frp_inicial,frp_max,duracion_horas,delta_frp,target_transicion,temperature_2m_mean,relativehumidity_2m_mean,windspeed_10m_mean,precipitation_sum,temperature_2m_mean_lag1,temperature_2m_mean_lag2,temperature_2m_mean_lag3,relativehumidity_2m_mean_lag1,relativehumidity_2m_mean_lag2,relativehumidity_2m_mean_lag3,windspeed_10m_mean_lag1,windspeed_10m_mean_lag2,windspeed_10m_mean_lag3,precipitation_sum_lag1,precipitation_sum_lag2,precipitation_sum_lag3
FIRE_3250,Mulchén,-38.02,-72.40333333333334,2023-02-17 05:40:00,2023-02-18 05:21:00,0.4,1.16,23.683333333333334,0.7599999999999999,0,0.6778314917127073,0.1806004618937644,0.3570269393054203,0.0,0.5885704419889504,0.6483080110497237,0.6477900552486188,0.4605080831408775,0.5459584295612009,0.482217090069284,0.5709996754300551,0.4861246348588121,0.3439629990262901,0.0,0.0,0.0
FIRE_3251,Mulchén,-37.9775,-72.09,2023-02-17 18:00:00,2023-02-18 05:21:00,3.35,33.19,11.35,29.839999999999996,1,0.6778314917127073,0.1806004618937644,0.3570269393054203,0.0,0.5885704419889504,0.6483080110497237,0.6477900552486188,0.4605080831408775,0.5459584295612009,0.482217090069284,0.5709996754300551,0.4861246348588121,0.3439629990262901,0.0,0.0,0.0
FIRE_3252,Mulchén,-38.205555555555556,-72.11666666666666,2023-02-17 05:40:00,2023-02-20 18:44:00,0.66,18.63,85.06666666666666,17.97,1,0.6778314917127073,0.1806004618937644,0.3570269393054203,0.0,0.5885704419889504,0.6483080110497237,0.6477900552486188,0.4605080831408775,0.5459584295612009,0.482217090069284,0.5709996754300551,0.4861246348588121,0.3439629990262901,0.0,0.0,0.0
FIRE_3253,Mulchén,-37.87,-72.33,2023-02-17 05:40:00,2023-02-18 19:21:00,1.2,10.18,37.68333333333333,8.98,1,0.6778314917127073,0.1806004618937644,0.3570269393054203,0.0,0.5885704419889504,0.6483080110497237,0.6477900552486188,0.4605080831408775,0.5459584295612009,0.482217090069284,0.5709996754300551,0.4861246348588121,0.3439629990262901,0.0,0.0,0.0
FIRE_3256,Mulchén,-38.04333333333333,-72.07666666666667,2023-02-18 05:21:00,2023-02-18 19:21:00,7.56,55.29,14.0,47.73,1,0.7010531767955801,0.1224018475750577,0.1949853943524829,0.0,0.6778314917127073,0.5885704419889504,0.6483080110497237,0.1806004618937644,0.4605080831408775,0.5459584295612009,0.3570269393054203,0.5709996754300551,0.4861246348588121,0.0,0.0,0.0
FIRE_3258,Mulchén,-38.10333333333333,-72.04333333333334,2023-02-18 05:21:00,2023-02-20 18:44:00,0.82,285.2,61.38333333333333,284.38,1,0.7010531767955801,0.1224018475750577,0.1949853943524829,0.0,0.6778314917127073,0.5885704419889504,0.6483080110497237,0.1806004618937644,0.4605080831408775,0.5459584295612009,0.3570269393054203,0.5709996754300551,0.4861246348588121,0.0,0.0,0.0
FIRE_3259,Mulchén,-38.23142857142857,-72.07428571428571,2023-02-18 17:41:00,2023-02-19 19:02:00,3.79,106.08,25.35,102.28999999999999,1,0.7010531767955801,0.1224018475750577,0.1949853943524829,0.0,0.6778314917127073,0.5885704419889504,0.6483080110497237,0.1806004618937644,0.4605080831408775,0.5459584295612009,0.3570269393054203,0.5709996754300551,0.4861246348588121,0.0,0.0,0.0
FIRE_3262,Mulchén,-38.09888888888889,-72.25111111111111,2023-02-19 19:02:00,2023-02-22 05:46:00,0.54,47.98,58.733333333333334,47.44,1,0.6892265193370166,0.4618937644341802,0.3161311262577084,0.0,0.7010531767955801,0.6778314917127073,0.5885704419889504,0.1224018475750577,0.1806004618937644,0.4605080831408775,0.1949853943524829,0.3570269393054203,0.5709996754300551,0.0,0.0,0.0
FIRE_3263,Mulchén,-37.806,-72.184,2023-02-19 05:02:00,2023-02-20 06:24:00,1.3,158.77,25.366666666666667,157.47,1,0.6892265193370166,0.4618937644341802,0.3161311262577084,0.0,0.7010531767955801,0.6778314917127073,0.5885704419889504,0.1224018475750577,0.1806004618937644,0.4605080831408775,0.1949853943524829,0.3570269393054203,0.5709996754300551,0.0,0.0,0.0
FIRE_3265,Mulchén,-38.26,-72.035,2023-02-19 05:02:00,2023-02-21 18:25:00,1.75,54.29,61.38333333333333,52.54,1,0.6892265193370166,0.4618937644341802,0.3161311262577084,0.0,0.7010531767955801,0.6778314917127073,0.5885704419889504,0.1224018475750577,0.1806004618937644,0.4605080831408775,0.1949853943524829,0.3570269393054203,0.5709996754300551,0.0,0.0,0.0
FIRE_3266,Mulchén,-37.838,-72.244,2023-02-19 05:02:00,2023-02-19 06:43:00,0.65,12.22,1.6833333333333333,11.57,1,0.6892265193370166,0.4618937644341802,0.3161311262577084,0.0,0.7010531767955801,0.6778314917127073,0.5885704419889504,0.1224018475750577,0.1806004618937644,0.4605080831408775,0.1949853943524829,0.3570269393054203,0.5709996754300551,0.0,0.0,0.0
FIRE_3267,Mulchén,-37.24333333333333,-72.24,2023-02-20 04:43:00,2023-02-22 05:46:00,1.1,52.85,49.05,51.75,1,0.6847375690607735,0.4046189376443417,0.3905387861084063,0.0,0.6892265193370166,0.7010531767955801,0.6778314917127073,0.4618937644341802,0.1224018475750577,0.1806004618937644,0.3161311262577084,0.1949853943524829,0.3570269393054203,0.0,0.0,0.0
FIRE_3269,Mulchén,-38.263999999999996,-72.048,2023-02-21 06:05:00,2023-02-23 19:27:00,13.98,114.14,61.36666666666667,100.16,1,0.6908667127071824,0.3755196304849884,0.3667640376501135,0.0,0.6847375690607735,0.6892265193370166,0.7010531767955801,0.4046189376443417,0.4618937644341802,0.1224018475750577,0.3905387861084063,0.3161311262577084,0.1949853943524829,0.0,0.0,0.0
FIRE_327,Contulmo,-38.50333333333333,-72.68333333333334,2021-11-10 17:59:00,2021-11-10 19:40:00,4.8,32.76,1.6833333333333333,27.959999999999997,1,0.5359979281767956,0.7736720554272516,0.0791139240506329,0.0,0.5608598066298343,0.5316816298342542,0.4979281767955801,0.8669745958429561,0.7117782909930715,0.6817551963048499,0.0931515741642323,0.1219571567672833,0.1891431353456669,0.0,0.0,0.0148902821316614
FIRE_3272,Mulchén,-38.25666666666667,-71.97333333333334,2023-02-22 05:46:00,2023-02-23 05:27:00,0.44,1.82,23.683333333333334,1.3800000000000001,0,0.6947513812154695,0.3824480369515011,0.3263550795196365,0.0,0.6908667127071824,0.6847375690607735,0.6892265193370166,0.3755196304849884,0.4046189376443417,0.4618937644341802,0.3667640376501135,0.3905387861084063,0.3161311262577084,0.0,0.0,0.0
FIRE_3274,Mulchén,-37.59,-71.26,2023-02-24 17:28:00,2023-02-25 18:50:00,7.74,15.93,25.366666666666667,8.19,1,0.6804212707182321,0.4799076212471131,0.2840798442064265,0.0,0.7106353591160222,0.6947513812154695,0.6908667127071824,0.5561200923787529,0.3824480369515011,0.3755196304849884,0.3865628042843233,0.3263550795196365,0.3667640376501135,0.0,0.0,0.0
FIRE_3276,Mulchén,-37.85,-72.215,2023-02-25 18:50:00,2023-02-26 18:31:00,4.37,26.13,23.683333333333334,21.759999999999998,1,0.6407113259668509,0.5524249422632794,0.3240830899058746,0.0,0.6804212707182321,0.7106353591160222,0.6947513812154695,0.4799076212471131,0.5561200923787529,0.3824480369515011,0.2840798442064265,0.3865628042843233,0.3263550795196365,0.0,0.0,0.0
FIRE_3279,Mulchén,-38.02166666666667,-72.46833333333333,2023-02-26 06:11:00,2023-02-27 18:12:00,1.3,25.39,36.016666666666666,24.09,1,0.6336325966850829,0.4489607390300229,0.4637293086660174,0.0,0.6407113259668509,0.6804212707182321,0.7106353591160222,0.5524249422632794,0.4799076212471131,0.5561200923787529,0.3240830899058746,0.2840798442064265,0.3865628042843233,0.0,0.0,0.0
FIRE_328,Contulmo,-38.064,-72.668,2021-11-10 19:40:00,2021-11-11 17:41:00,10.24,25.08,22.016666666666666,14.839999999999998,1,0.5359979281767956,0.7736720554272516,0.0791139240506329,0.0,0.5608598066298343,0.5316816298342542,0.4979281767955801,0.8669745958429561,0.7117782909930715,0.6817551963048499,0.0931515741642323,0.1219571567672833,0.1891431353456669,0.0,0.0,0.0148902821316614
FIRE_3280,Mulchén,-37.87,-72.32499999999999,2023-02-27 05:52:00,2023-02-28 05:33:00,1.07,6.89,23.683333333333334,5.819999999999999,1,0.6736015193370166,0.4535796766743648,0.4790652385589095,0.0,0.6336325966850829,0.6407113259668509,0.6804212707182321,0.4489607390300229,0.5524249422632794,0.4799076212471131,0.4637293086660174,0.3240830899058746,0.2840798442064265,0.0,0.0,0.0
FIRE_3281,Mulchén,-37.696666666666665,-71.49166666666666,2023-02-27 05:52:00,2023-02-28 17:53:00,0.36,11.38,36.016666666666666,11.020000000000001,1,0.6736015193370166,0.4535796766743648,0.4790652385589095,0.0,0.6336325966850829,0.6407113259668509,0.6804212707182321,0.4489607390300229,0.5524249422632794,0.4799076212471131,0.4637293086660174,0.3240830899058746,0.2840798442064265,0.0,0.0,0.0
FIRE_3282,Mulchén,-37.913333333333334,-72.52333333333333,2023-02-27 05:52:00,2023-02-28 05:33:00,0.98,53.5,23.683333333333334,52.52,1,0.6736015193370166,0.4535796766743648,0.4790652385589095,0.0,0.6336325966850829,0.6407113259668509,0.6804212707182321,0.4489607390300229,0.5524249422632794,0.4799076212471131,0.4637293086660174,0.3240830899058746,0.2840798442064265,0.0,0.0,0.0
FIRE_3283,Mulchén,-37.88,-72.495,2023-02-28 17:53:00,2023-02-28 19:34:00,9.53,24.93,1.6833333333333333,15.4,1,0.6691125690607735,0.5741339491916859,0.4582927620902304,0.0,0.6736015193370166,0.6336325966850829,0.6407113259668509,0.4535796766743648,0.4489607390300229,0.5524249422632794,0.4790652385589095,0.4637293086660174,0.3240830899058746,0.0,0.0,0.0
FIRE_3284,Mulchén,-38.17333333333334,-72.40666666666667,2023-02-28 17:53:00,2023-03-01 05:15:00,32.91,32.91,11.366666666666667,0.0,0,0.6691125690607735,0.5741339491916859,0.4582927620902304,0.0,0.6736015193370166,0.6336325966850829,0.6407113259668509,0.4535796766743648,0.4489607390300229,0.5524249422632794,0.4790652385589095,0.4637293086660174,0.3240830899058746,0.0,0.0,0.0
FIRE_3285,Mulchén,-38.095,-72.03,2023-02-28 17:53:00,2023-02-28 19:34:00,4.21,16.91,1.6833333333333333,12.7,1,0.6691125690607735,0.5741339491916859,0.4582927620902304,0.0,0.6736015193370166,0.6336325966850829,0.6407113259668509,0.4535796766743648,0.4489607390300229,0.5524249422632794,0.4790652385589095,0.4637293086660174,0.3240830899058746,0.0,0.0,0.0
FIRE_329,Contulmo,-38.04,-72.66,2021-11-21 17:53:00,2021-11-23 18:56:00,1.26,5.22,49.05,3.96,1,0.5859806629834254,0.794919168591224,0.1144920480363518,0.0,0.5767437845303868,0.5574930939226519,0.542904005524862,0.8498845265588914,0.761662817551963,0.6323325635103926,0.0957481337228172,0.1726712106458942,0.1729957805907172,0.0,0.0,0.0
FIRE_3290,Mulchén,-37.58,-71.16499999999999,2023-03-01 19:15:00,2023-03-02 04:56:00,13.77,16.75,9.683333333333334,2.9800000000000004,0,0.6655732044198895,0.5870669745958429,0.5047874066861409,0.0,0.6691125690607735,0.6736015193370166,0.6336325966850829,0.5741339491916859,0.4535796766743648,0.4489607390300229,0.4582927620902304,0.4790652385589095,0.4637293086660174,0.0,0.0,0.0
FIRE_3292,Mulchén,-38.09,-72.61166666666666,2023-03-03 06:17:00,2023-03-05 18:00:00,1.62,96.08,59.71666666666667,94.46,1,0.6687672651933703,0.5856812933025404,0.4344368711457319,0.0,0.6631560773480663,0.6655732044198895,0.6691125690607735,0.5496535796766743,0.5870669745958429,0.5741339491916859,0.5744076598506979,0.5047874066861409,0.4582927620902304,0.0,0.0,0.0
