date,temperature_2m_mean,relativehumidity_2m_mean,precipitation_sum,windspeed_10m_mean,winddirection_10m_mean,comuna,provincia,region,latitud,longitud
2020-01-01,16.191666666666666,86.58333333333333,0.0,8.170833333333333,272.3333333333333,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-02,16.508333333333333,84.08333333333333,0.0,7.558333333333334,260.3333333333333,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-03,18.304166666666667,82.79166666666667,0.0,17.004166666666666,223.16666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-04,17.804166666666667,74.625,0.0,26.445833333333336,214.41666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-05,15.158333333333333,72.75,0.0,22.145833333333332,224.45833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-06,15.4125,75.16666666666667,0.0,15.291666666666666,212.16666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-07,15.6875,80.16666666666667,0.0,12.266666666666666,243.45833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-08,14.4375,93.0,12.5,14.825000000000001,250.95833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-09,14.395833333333334,80.58333333333333,0.0,11.883333333333333,213.08333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-10,15.929166666666667,74.33333333333333,0.0,17.983333333333334,201.54166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-11,17.066666666666666,79.75,0.0,12.966666666666667,213.0,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-12,16.849999999999998,85.45833333333333,0.0,11.6875,235.33333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-13,16.570833333333333,83.45833333333333,0.0,20.591666666666665,221.0,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-14,16.308333333333334,80.20833333333333,0.0,22.724999999999998,216.54166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-15,15.929166666666667,63.916666666666664,0.0,22.358333333333334,199.875,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-16,19.041666666666668,52.416666666666664,0.0,19.704166666666666,196.25,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-17,17.45,71.91666666666667,0.0,7.341666666666666,264.125,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-18,18.379166666666666,77.08333333333333,0.0,10.758333333333333,215.66666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-19,17.595833333333335,76.20833333333333,0.0,9.233333333333333,224.91666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-20,16.6125,78.45833333333333,0.0,9.279166666666667,225.75,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-21,18.7,75.20833333333333,0.0,8.454166666666667,225.25,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-22,17.445833333333333,87.45833333333333,0.0,11.741666666666667,288.25,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-23,15.9,88.45833333333333,0.0,7.8875,230.75,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-24,18.779166666666665,72.08333333333333,0.0,16.787499999999998,206.375,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-25,18.675,74.875,0.0,15.762500000000001,219.16666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-26,19.479166666666668,78.83333333333333,0.0,16.058333333333334,218.25,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-27,19.754166666666666,66.25,0.0,18.770833333333332,212.95833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-28,18.083333333333332,78.0,0.0,22.525000000000002,215.875,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-29,16.558333333333334,66.33333333333333,0.0,16.075,211.625,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-30,17.212500000000002,67.625,0.0,12.025,205.04166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-01-31,18.724999999999998,77.41666666666667,0.0,16.058333333333334,213.5,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-01,17.204166666666666,90.375,0.0,14.516666666666666,228.375,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-02,15.945833333333333,79.45833333333333,0.0,11.049999999999999,231.41666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-03,16.154166666666665,84.33333333333333,0.8,10.112499999999999,221.25,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-04,16.05,76.875,0.7999999999999999,13.504166666666668,249.875,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-05,15.25,69.83333333333333,0.0,17.837500000000002,217.25,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-06,14.979166666666666,75.04166666666667,0.0,15.5625,225.125,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-07,16.858333333333334,71.29166666666667,0.0,11.9375,208.95833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-08,18.154166666666665,66.16666666666667,0.0,9.504166666666666,211.08333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-09,18.733333333333334,77.91666666666667,0.0,13.6,220.91666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-10,18.6875,79.83333333333333,0.0,14.229166666666666,227.95833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-11,18.008333333333333,81.16666666666667,0.0,14.512500000000001,233.45833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-12,17.483333333333334,73.125,0.0,25.995833333333334,219.75,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-13,15.9,69.91666666666667,0.0,19.779166666666665,213.91666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-14,16.083333333333332,75.25,0.0,17.258333333333333,211.5,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-15,16.662499999999998,81.79166666666667,0.0,17.1875,222.20833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-16,16.4375,83.0,0.0,13.766666666666666,223.375,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-17,16.058333333333334,76.625,2.0,16.645833333333332,223.33333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-18,17.266666666666666,63.0,0.0,19.920833333333334,196.83333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-19,17.933333333333334,68.79166666666667,0.0,16.95,205.125,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-20,18.3125,56.333333333333336,0.0,11.775,159.0,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-21,15.191666666666668,83.75,0.0,12.670833333333334,218.16666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-22,15.158333333333333,89.33333333333333,0.0,8.583333333333334,189.25,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-23,15.145833333333334,86.08333333333333,0.0,11.2875,266.6666666666667,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-24,15.645833333333334,78.20833333333333,0.0,17.25,211.45833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-25,16.316666666666666,75.29166666666667,0.0,13.708333333333334,202.16666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-26,16.962500000000002,70.20833333333333,0.0,11.754166666666668,192.75,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-27,17.208333333333332,76.75,0.0,8.299999999999999,210.125,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-28,19.1375,75.79166666666667,0.0,10.75,203.5,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-02-29,17.0,79.54166666666667,0.0,10.508333333333333,229.66666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-01,14.387500000000001,90.70833333333333,0.0,10.504166666666666,194.33333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-02,14.895833333333334,93.66666666666667,0.0,7.3625,293.6666666666667,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-03,15.987499999999999,86.25,0.0,9.858333333333333,213.20833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-04,17.245833333333334,77.33333333333333,0.0,15.216666666666667,213.5,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-05,18.654166666666665,79.33333333333333,0.0,15.654166666666667,214.70833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-06,17.183333333333334,82.04166666666667,0.0,16.400000000000002,222.33333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-07,18.104166666666668,76.95833333333333,0.0,15.75,214.625,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-08,16.724999999999998,73.25,0.0,11.095833333333333,222.0,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-09,16.745833333333334,78.08333333333333,0.0,10.191666666666666,224.70833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-10,17.229166666666668,78.25,0.0,13.0375,223.875,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-11,17.220833333333335,87.91666666666667,0.0,9.804166666666665,231.41666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-12,16.099999999999998,90.08333333333333,0.0,8.229166666666666,279.7083333333333,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-13,17.066666666666666,89.20833333333333,0.8,11.516666666666666,247.79166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-14,16.125,69.875,0.0,16.483333333333334,204.625,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-15,15.154166666666667,79.91666666666667,0.0,11.1625,219.45833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-16,16.0,82.54166666666667,0.0,13.200000000000001,216.08333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-17,16.175,82.66666666666667,0.0,11.733333333333334,214.125,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-18,15.258333333333333,86.54166666666667,0.0,12.416666666666666,224.625,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-19,15.254166666666668,80.04166666666667,0.0,9.383333333333333,206.33333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-20,14.670833333333334,83.875,0.0,9.054166666666667,238.125,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-21,14.5625,84.66666666666667,0.1,15.450000000000001,118.70833333333333,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-22,15.195833333333333,82.58333333333333,0.0,17.566666666666666,33.416666666666664,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-23,15.620833333333332,86.125,4.6,23.650000000000002,16.666666666666668,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-24,16.3625,94.25,7.2,11.0375,133.16666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-25,16.320833333333333,89.58333333333333,0.0,6.3374999999999995,214.91666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-26,14.554166666666667,95.375,0.0,6.3625,208.25,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-27,15.529166666666667,89.29166666666667,0.0,10.508333333333333,210.16666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-28,14.862499999999999,90.29166666666667,0.0,8.904166666666667,207.75,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-29,14.9,78.33333333333333,0.0,12.154166666666667,202.08333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-30,14.179166666666667,76.91666666666667,0.0,9.466666666666667,194.66666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-03-31,14.758333333333333,80.33333333333333,0.0,17.616666666666667,212.75,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-01,15.145833333333334,72.70833333333333,0.0,14.975,199.16666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-02,17.591666666666665,61.791666666666664,0.0,14.316666666666668,196.25,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-03,14.991666666666667,77.08333333333333,0.0,13.604166666666666,209.0,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-04,15.575000000000001,75.5,0.0,15.495833333333332,201.91666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-05,13.537500000000001,77.66666666666667,0.0,13.654166666666667,201.875,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-06,14.4625,64.625,0.0,14.200000000000001,191.20833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-07,13.029166666666667,73.75,0.0,7.479166666666667,191.54166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-08,12.262500000000001,90.79166666666667,0.0,8.704166666666667,178.45833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-09,12.762500000000001,88.41666666666667,0.0,6.4624999999999995,203.04166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-10,12.700000000000001,90.66666666666667,0.0,9.295833333333333,206.58333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-11,14.508333333333333,80.33333333333333,0.0,14.495833333333332,212.91666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-12,11.983333333333334,77.08333333333333,0.0,11.966666666666667,206.66666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-13,11.741666666666667,77.04166666666667,0.0,10.483333333333333,182.08333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-14,12.408333333333333,76.375,0.0,8.341666666666667,190.75,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-15,13.441666666666668,89.375,0.0,6.504166666666666,196.04166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-16,12.866666666666667,93.91666666666667,0.0,8.641666666666667,108.66666666666667,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-17,14.6875,94.04166666666667,0.0,4.0,211.33333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-18,15.266666666666666,97.58333333333333,2.2,8.345833333333333,197.79166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-19,14.320833333333333,83.66666666666667,0.0,14.004166666666668,205.20833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-20,15.308333333333332,66.75,0.0,11.583333333333334,181.375,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-21,14.4,62.375,0.0,7.625,177.20833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-22,14.420833333333334,75.95833333333333,0.0,9.245833333333334,154.91666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-23,13.429166666666667,94.08333333333333,15.1,16.433333333333334,49.625,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-24,14.362499999999999,91.95833333333333,6.7,26.641666666666666,14.208333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-25,14.545833333333334,90.5,11.9,23.391666666666666,18.875,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-26,13.237499999999999,92.875,8.2,17.920833333333334,43.208333333333336,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-27,13.933333333333332,93.08333333333333,11.1,12.754166666666668,169.0,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-28,13.0625,91.66666666666667,0.6000000000000001,8.341666666666667,137.5,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-29,11.775,86.70833333333333,0.0,12.583333333333334,198.0,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-04-30,12.366666666666667,88.375,0.0,7.404166666666666,172.58333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-01,12.308333333333332,94.54166666666667,0.0,6.658333333333334,200.25,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-02,12.395833333333334,96.16666666666667,2.4,7.7749999999999995,182.66666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-03,12.341666666666667,94.41666666666667,0.0,3.8833333333333333,194.08333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-04,12.345833333333333,95.79166666666667,5.1,9.049999999999999,117.04166666666667,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-05,13.620833333333332,80.04166666666667,0.0,12.095833333333333,172.79166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-06,12.8375,72.91666666666667,0.0,8.991666666666667,168.79166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-07,13.133333333333333,77.29166666666667,0.0,6.704166666666667,160.95833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-08,13.116666666666667,94.16666666666667,0.7999999999999999,11.295833333333334,225.58333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-09,13.975,93.58333333333333,4.7,18.6875,158.91666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-10,13.391666666666666,88.16666666666667,6.9,13.770833333333334,283.3333333333333,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-11,11.754166666666668,83.70833333333333,0.0,13.166666666666666,187.66666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-12,10.745833333333332,85.75,0.0,8.491666666666667,174.70833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-13,11.566666666666668,84.125,0.0,10.025,190.16666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-14,13.170833333333334,89.54166666666667,1.3,6.8999999999999995,205.83333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-15,15.066666666666668,95.41666666666667,1.1,7.954166666666667,196.0,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-16,14.491666666666667,91.33333333333333,0.0,13.733333333333334,203.29166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-17,13.558333333333332,93.04166666666667,0.0,7.558333333333334,199.04166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-18,13.495833333333332,93.0,0.6000000000000001,11.291666666666666,124.875,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-19,12.329166666666666,92.20833333333333,18.6,9.345833333333333,186.0,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-20,10.858333333333334,90.45833333333333,0.30000000000000004,5.6000000000000005,189.04166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-21,9.387500000000001,87.0,0.0,9.966666666666667,130.875,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-22,10.0875,75.70833333333333,0.0,12.225,172.375,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-23,9.991666666666667,83.5,0.0,9.829166666666667,169.29166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-24,14.204166666666666,91.20833333333333,0.0,10.870833333333332,198.125,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-25,13.887500000000001,86.91666666666667,0.0,8.4625,171.0,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-26,12.166666666666666,90.91666666666667,0.0,8.108333333333333,176.41666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-27,11.9625,87.41666666666667,0.0,7.320833333333333,157.16666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-28,10.1625,73.125,0.0,7.129166666666666,125.79166666666667,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-29,8.475,81.0,0.0,8.9125,159.45833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-30,8.5,67.0,0.0,12.804166666666667,148.66666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-05-31,7.779166666666666,73.375,0.0,9.950000000000001,150.54166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-01,7.7625,82.66666666666667,0.0,6.420833333333333,167.5,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-02,10.137500000000001,92.25,17.9,8.575000000000001,114.20833333333333,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-03,9.995833333333334,79.16666666666667,0.0,9.887500000000001,145.375,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-04,7.466666666666666,87.79166666666667,0.0,6.5,130.5,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-05,6.8999999999999995,90.75,0.0,7.1125,126.125,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-06,9.066666666666666,90.95833333333333,5.7,13.733333333333334,65.70833333333333,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-07,9.258333333333333,92.0,0.1,5.016666666666667,173.375,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-08,10.4375,88.95833333333333,6.5,13.595833333333333,163.83333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-09,8.950000000000001,89.0,0.0,8.479166666666666,101.66666666666667,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-10,11.174999999999999,89.20833333333333,3.0,20.0,53.541666666666664,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-11,11.920833333333334,90.41666666666667,57.9,31.254166666666666,159.04166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-12,10.208333333333334,81.45833333333333,2.4,10.029166666666667,209.16666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-13,6.783333333333334,85.875,0.0,10.670833333333334,143.33333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-14,7.020833333333333,82.375,0.0,6.954166666666667,153.95833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-15,10.316666666666666,88.79166666666667,17.6,26.566666666666666,65.625,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-16,12.1875,92.33333333333333,8.5,21.091666666666665,32.958333333333336,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-17,11.304166666666667,91.20833333333333,8.9,13.075000000000001,215.125,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-18,12.295833333333334,91.66666666666667,56.400000000000006,35.670833333333334,166.95833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-19,11.991666666666667,88.25,4.0,12.908333333333333,327.4166666666667,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-20,11.475,88.45833333333333,12.5,25.90416666666667,170.625,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-21,8.645833333333334,90.04166666666667,0.7,8.483333333333333,120.83333333333333,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-22,11.075000000000001,88.625,11.3,17.087500000000002,189.08333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-23,9.125,84.83333333333333,16.5,13.362499999999999,312.4166666666667,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-24,8.291666666666666,88.16666666666667,13.5,13.15,183.75,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-25,7.804166666666667,88.125,0.0,8.424999999999999,144.20833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-26,8.983333333333333,91.125,9.0,14.216666666666667,41.541666666666664,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-27,10.645833333333334,90.45833333333333,1.4,12.229166666666666,55.208333333333336,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-28,11.633333333333333,93.20833333333333,33.4,23.104166666666668,83.29166666666667,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-29,10.429166666666667,92.16666666666667,29.1,12.933333333333332,130.70833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-06-30,11.049999999999999,91.91666666666667,10.200000000000001,19.295833333333334,71.125,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-01,10.970833333333333,92.16666666666667,9.5,16.0,93.16666666666667,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-02,8.658333333333333,94.04166666666667,0.0,5.354166666666667,129.20833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-03,11.154166666666667,88.75,12.299999999999999,17.408333333333335,241.45833333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-04,9.145833333333334,81.875,1.4,8.6875,104.08333333333333,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-05,8.841666666666667,85.29166666666667,3.8000000000000003,8.416666666666666,226.33333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-06,7.379166666666666,78.54166666666667,0.0,7.729166666666667,153.08333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-07,7.545833333333333,87.29166666666667,18.8,18.479166666666668,97.45833333333333,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-08,8.616666666666667,84.54166666666667,8.7,7.504166666666666,202.83333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-09,10.9125,86.75,10.5,23.150000000000002,336.0833333333333,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-10,11.120833333333332,85.58333333333333,10.9,17.533333333333335,249.91666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-11,9.566666666666666,82.25,1.6,11.429166666666667,309.2916666666667,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-12,10.916666666666666,94.95833333333333,7.7,8.779166666666667,283.5416666666667,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-13,8.791666666666666,81.875,0.0,11.358333333333334,133.79166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-14,8.8375,81.20833333333333,0.0,9.270833333333334,152.16666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-15,9.545833333333333,87.95833333333333,0.0,7.816666666666666,156.04166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-16,11.625,91.08333333333333,1.6,20.666666666666668,32.333333333333336,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-17,12.391666666666666,91.29166666666667,38.3,28.570833333333336,220.16666666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-18,12.333333333333334,91.875,13.0,29.116666666666664,348.2916666666667,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-19,11.804166666666667,90.70833333333333,22.0,20.854166666666668,207.79166666666666,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-20,10.829166666666666,91.625,29.8,15.4625,73.20833333333333,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-21,10.0375,87.54166666666667,8.6,13.333333333333334,38.791666666666664,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-22,8.891666666666667,87.66666666666667,4.7,9.758333333333333,94.54166666666667,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-23,7.7,71.5,0.0,12.041666666666666,161.5,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-24,7.420833333333333,85.54166666666667,0.30000000000000004,8.179166666666667,197.08333333333334,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-25,10.458333333333334,82.0,1.3,17.579166666666666,277.6666666666667,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-26,11.766666666666666,86.79166666666667,17.8,16.604166666666668,262.5,Concepción,Concepción,Biobío,-36.82699,-73.04977
2020-07-27,8.354166666666666,79.79166666666667,0.0,10.008333333333333,160.5,Concepción,Concepción,Biobío,-36.82699,-73.04977
